# frequency/[Hz] Re(h+)/[1/Hz] Im(h+)/[1/Hz] Re(hx)/[1/Hz] Im(hx)/[1/Hz]
2.407500000000000000e+02 -1.789819657374687423e-24 5.079792826588965529e-25 -4.852869363416478457e-25 -1.709865200771702990e-24
2.410000000000000000e+02 -1.787889252199385258e-24 5.068460535283626202e-25 -4.842043305903829925e-25 -1.708021030260423815e-24
2.412500000000000000e+02 -1.785937466408950630e-24 5.057677708145461357e-25 -4.831742167007786867e-25 -1.706156434244465198e-24
2.415000000000000000e+02 -1.783964353703265318e-24 5.047443459008833458e-25 -4.821965100149321637e-25 -1.704271464024839761e-24
2.417500000000000000e+02 -1.781969963902921418e-24 5.037756841040918663e-25 -4.812711200792331696e-25 -1.702366167196563655e-24
2.420000000000000000e+02 -1.779954342972327524e-24 5.028616845785252074e-25 -4.803979505529913158e-25 -1.700440587670733085e-24
2.422500000000000000e+02 -1.777917533045018219e-24 5.020022402194333536e-25 -4.795768991160178865e-25 -1.698494765698702384e-24
2.425000000000000000e+02 -1.775859572451215747e-24 5.011972375654339260e-25 -4.788078573754542280e-25 -1.696528737898413257e-24
2.427500000000000000e+02 -1.773780495747599409e-24 5.004465567003933934e-25 -4.780907107720357170e-25 -1.694542537282836600e-24
2.430000000000000000e+02 -1.771679228451681518e-24 4.997497593752673684e-25 -4.774250406340892835e-25 -1.692535137368545837e-24
2.432500000000000000e+02 -1.769542577467627437e-24 4.991029837643785919e-25 -4.768071576506222192e-25 -1.690493934418977837e-24
2.435000000000000000e+02 -1.767366466938248547e-24 4.985049332451249149e-25 -4.762358231214913486e-25 -1.688415034652799279e-24
2.437500000000000000e+02 -1.765150608189287676e-24 4.979553701327357617e-25 -4.757108099797314507e-25 -1.686298162291350668e-24
2.440000000000000000e+02 -1.762894710935193461e-24 4.974540465028745708e-25 -4.752318813762309759e-25 -1.684143040016657509e-24
2.442500000000000000e+02 -1.760598483464671037e-24 4.970007040198363461e-25 -4.747987905156045653e-25 -1.681949389148691557e-24
2.445000000000000000e+02 -1.758261632831431334e-24 4.965950737666407853e-25 -4.744112804938761080e-25 -1.679716929827600357e-24
2.447500000000000000e+02 -1.755883865050308723e-24 4.962368760769386999e-25 -4.740690841378941815e-25 -1.677445381201064142e-24
2.450000000000000000e+02 -1.753464885298680502e-24 4.959258203691413134e-25 -4.737719238468711891e-25 -1.675134461616714713e-24
2.452500000000000000e+02 -1.751004398123298064e-24 4.956616049827258772e-25 -4.735195114360012854e-25 -1.672783888819730893e-24
2.455000000000000000e+02 -1.748502107652440857e-24 4.954439170173947071e-25 -4.733115479828048054e-25 -1.670393380155513222e-24
2.457500000000000000e+02 -1.745957717813426547e-24 4.952724321751149156e-25 -4.731477236762240858e-25 -1.667962652777477565e-24
2.460000000000000000e+02 -1.743370932555565198e-24 4.951468146051103802e-25 -4.730277176685399208e-25 -1.665491423860048811e-24
2.462500000000000000e+02 -1.740741456078436968e-24 4.950667167523796430e-25 -4.729511979306564529e-25 -1.662979410816743723e-24
2.465000000000000000e+02 -1.738068993065488551e-24 4.950317792100196580e-25 -4.729178211110222899e-25 -1.660426331523328630e-24
2.467500000000000000e+02 -1.735353248923033218e-24 4.950416305752577630e-25 -4.729272323980932574e-25 -1.657831904546146341e-24
2.470000000000000000e+02 -1.732593930024493198e-24 4.950958873099069084e-25 -4.729790653870213297e-25 -1.655195849375445164e-24
2.472500000000000000e+02 -1.729790743959917821e-24 4.951941536052934589e-25 -4.730729419506170332e-25 -1.652517886663751712e-24
2.475000000000000000e+02 -1.726943399790712043e-24 4.953360212520541123e-25 -4.732084721149617566e-25 -1.649797738469219907e-24
2.477500000000000000e+02 -1.724051608309533107e-24 4.955210695149619144e-25 -4.733852539398263635e-25 -1.647035128503918528e-24
2.480000000000000000e+02 -1.721115082305266799e-24 4.957488650132759032e-25 -4.736028734043655710e-25 -1.644229782386968961e-24
2.482500000000000000e+02 -1.718133536833052835e-24 4.960189616066914327e-25 -4.738609042981627555e-25 -1.641381427902509455e-24
2.485000000000000000e+02 -1.715106689489186697e-24 4.963309002875448616e-25 -4.741589081182504950e-25 -1.638489795262315622e-24
2.487500000000000000e+02 -1.712034260690949009e-24 4.966842090790816800e-25 -4.744964339719231754e-25 -1.635554617373130257e-24
2.490000000000000000e+02 -1.708915973961105286e-24 4.970784029406291050e-25 -4.748730184861454061e-25 -1.632575630108453064e-24
2.492500000000000000e+02 -1.705751556217067263e-24 4.975129836796399913e-25 -4.752881857235252048e-25 -1.629552572584785315e-24
2.495000000000000000e+02 -1.702540738064564808e-24 4.979874398710203067e-25 -4.757414471052455564e-25 -1.626485187442182151e-24
2.497500000000000000e+02 -1.699283254095635582e-24 4.985012467842522480e-25 -4.762323013414426386e-25 -1.623373221128931781e-24
2.500000000000000000e+02 -1.695978843190923608e-24 4.990538663181578859e-25 -4.767602343688841411e-25 -1.620216424190347997e-24
2.502500000000000000e+02 -1.692627248825957271e-24 4.996447469442524594e-25 -4.773247192968523535e-25 -1.617014551561367798e-24
2.505000000000000000e+02 -1.689228219381388350e-24 5.002733236584506601e-25 -4.779252163610087662e-25 -1.613767362862931169e-24
2.507500000000000000e+02 -1.685781508456895303e-24 5.009390179418690382e-25 -4.785611728859467699e-25 -1.610474622701861079e-24
2.510000000000000000e+02 -1.682286875188658571e-24 5.016412377307205821e-25 -4.792320232564313496e-25 -1.607136100974157183e-24
2.512500000000000000e+02 -1.678744084570102296e-24 5.023793773959007895e-25 -4.799371888978972656e-25 -1.603751573171409000e-24
2.515000000000000000e+02 -1.675152907775818686e-24 5.031528177322400675e-25 -4.806760782661812023e-25 -1.600320820690250306e-24
2.517500000000000000e+02 -1.671513122488272058e-24 5.039609259582058183e-25 -4.814480868472372622e-25 -1.596843631144469421e-24
2.520000000000000000e+02 -1.667824513227173827e-24 5.048030557259885479e-25 -4.822525971667729887e-25 -1.593319798679668102e-24
2.522500000000000000e+02 -1.664086871681291496e-24 5.056785471422307909e-25 -4.830889788100513028e-25 -1.589749124290251230e-24
2.525000000000000000e+02 -1.660299997042262239e-24 5.065867268001991968e-25 -4.839565884526264668e-25 -1.586131416138325754e-24
2.527500000000000000e+02 -1.656463696340339801e-24 5.075269078230114982e-25 -4.848547699016394761e-25 -1.582466489874450120e-24
2.530000000000000000e+02 -1.652577784781621784e-24 5.084983899188070522e-25 -4.857828541485239195e-25 -1.578754168959797601e-24
2.532500000000000000e+02 -1.648642086086530680e-24 5.095004594477746306e-25 -4.867401594330398404e-25 -1.574994284989515503e-24
2.535000000000000000e+02 -1.644656432829270366e-24 5.105323895013206787e-25 -4.877259913189054108e-25 -1.571186678017018717e-24
2.537500000000000000e+02 -1.640620666777773386e-24 5.115934399940130852e-25 -4.887396427816329912e-25 -1.567331196878749965e-24
2.540000000000000000e+02 -1.636534639234013353e-24 5.126828577679803256e-25 -4.897803943082650512e-25 -1.563427699519291052e-24
2.542500000000000000e+02 -1.632398211374129837e-24 5.137998767105716507e-25 -4.908475140097780615e-25 -1.559476053316292093e-24
2.545000000000000000e+02 -1.628211254588169003e-24 5.149437178850352326e-25 -4.919402577459228409e-25 -1.555476135405037079e-24
2.547500000000000000e+02 -1.623973650818956965e-24 5.161135896746989749e-25 -4.930578692629651274e-25 -1.551427833002177772e-24
2.550000000000000000e+02 -1.619685292899717922e-24 5.173086879409718311e-25 -4.941995803446278688e-25 -1.547331043728270623e-24
2.552500000000000000e+02 -1.615346084890129992e-24 5.185281961949648780e-25 -4.953646109760464198e-25 -1.543185675928820441e-24
2.555000000000000000e+02 -1.610955942410364896e-24 5.197712857831397094e-25 -4.965521695211232727e-25 -1.538991648993396988e-24
2.557500000000000000e+02 -1.606514792972589667e-24 5.210371160874117376e-25 -4.977614529136923668e-25 -1.534748893672328952e-24
2.560000000000000000e+02 -1.602022576309725054e-24 5.223248347391886133e-25 -4.989916468619964227e-25 -1.530457352390775467e-24
2.562500000000000000e+02 -1.597479244700794807e-24 5.236335778481848840e-25 -5.002419260672794840e-25 -1.526116979559542431e-24
2.565000000000000000e+02 -1.592884763292617156e-24 5.249624702455237771e-25 -5.015114544560294280e-25 -1.521727741882402096e-24
2.567500000000000000e+02 -1.588239110417200958e-24 5.263106257417287303e-25 -5.027993854264441418e-25 -1.517289618659311286e-24
2.570000000000000000e+02 -1.583542277904561275e-24 5.276771473992163905e-25 -5.041048621087520933e-25 -1.512802602085252733e-24
2.572500000000000000e+02 -1.578794271390378387e-24 5.290611278196373916e-25 -5.054270176397168021e-25 -1.508266697544151274e-24
2.575000000000000000e+02 -1.573995110618022148e-24 5.304616494460575644e-25 -5.067649754513192425e-25 -1.503681923897404639e-24
2.577500000000000000e+02 -1.569144829734577464e-24 5.318777848797716645e-25 -5.081178495734188026e-25 -1.499048313766686265e-24
2.580000000000000000e+02 -1.564243477580237960e-24 5.333085972120172249e-25 -5.094847449506492957e-25 -1.494365913810410547e-24
2.582500000000000000e+02 -1.559291117970701599e-24 5.347531403703417725e-25 -5.108647577733127227e-25 -1.489634784993513938e-24
2.585000000000000000e+02 -1.554287829972023305e-24 5.362104594796196429e-25 -5.122569758222690389e-25 -1.484855002850028424e-24
2.587500000000000000e+02 -1.549233708167439139e-24 5.376795912376531904e-25 -5.136604788277588351e-25 -1.480026657737987660e-24
2.590000000000000000e+02 -1.544128862915701015e-24 5.391595643051802324e-25 -5.150743388419882110e-25 -1.475149855086219254e-24
2.592500000000000000e+02 -1.538973420600370591e-24 5.406493997102571466e-25 -5.164976206254474626e-25 -1.470224715632505063e-24
2.595000000000000000e+02 -1.533767523869689719e-24 5.421481112665771783e-25 -5.179293820465421523e-25 -1.465251375652733720e-24
2.597500000000000000e+02 -1.528511331866401351e-24 5.436547060059421589e-25 -5.193686744947458530e-25 -1.460229987180455787e-24
2.600000000000000000e+02 -1.523205020447148028e-24 5.451681846242991540e-25 -5.208145433067112483e-25 -1.455160718216482673e-24
2.602500000000000000e+02 -1.517848782390922292e-24 5.466875419412621432e-25 -5.222660282052643751e-25 -1.450043752928022714e-24
2.605000000000000000e+02 -1.512442827596145663e-24 5.482117673726687392e-25 -5.237221637508512092e-25 -1.444879291836958457e-24
2.607500000000000000e+02 -1.506987383265747651e-24 5.497398454163248507e-25 -5.251819798055835289e-25 -1.439667551996656805e-24
2.610000000000000000e+02 -1.501482694080052505e-24 5.512707561498612541e-25 -5.266445020088546743e-25 -1.434408767157132583e-24
2.612500000000000000e+02 -1.495929022356780162e-24 5.528034757410078854e-25 -5.281087522648199933e-25 -1.429103187917902293e-24
2.615000000000000000e+02 -1.490326648197828385e-24 5.543369769695851465e-25 -5.295737492410690041e-25 -1.423751081868209573e-24
2.617500000000000000e+02 -1.484675869622427072e-24 5.558702297607592961e-25 -5.310385088780595755e-25 -1.418352733714230031e-24
2.620000000000000000e+02 -1.478977002686178364e-24 5.574022017292793437e-25 -5.325020449090429357e-25 -1.412908445392794626e-24
2.622500000000000000e+02 -1.473230381585634131e-24 5.589318587340985195e-25 -5.339633693899090265e-25 -1.407418536171296042e-24
2.625000000000000000e+02 -1.467436358748024397e-24 5.604581654428568546e-25 -5.354214932384527096e-25 -1.401883342733406830e-24
2.627500000000000000e+02 -1.461595304905691479e-24 5.619800859058827873e-25 -5.368754267827336170e-25 -1.396303219250190396e-24
2.630000000000000000e+02 -1.455707609154990884e-24 5.634965841388887432e-25 -5.383241803177416936e-25 -1.390678537436369703e-24
2.632500000000000000e+02 -1.449773678999235427e-24 5.650066247139774602e-25 -5.397667646700025630e-25 -1.385009686591352951e-24
2.635000000000000000e+02 -1.443793940375379317e-24 5.665091733583224559e-25 -5.412021917695130177e-25 -1.379297073624726185e-24
2.637500000000000000e+02 -1.437768837664194082e-24 5.680031975597879512e-25 -5.426294752283077677e-25 -1.373541123065974270e-24
2.640000000000000000e+02 -1.431698833683571193e-24 5.694876671790696659e-25 -5.440476309252541960e-25 -1.367742277058082894e-24
2.642500000000000000e+02 -1.425584409664858072e-24 5.709615550672426125e-25 -5.454556775960134131e-25 -1.361900995334931241e-24
2.645000000000000000e+02 -1.419426065211795505e-24 5.724238376886061456e-25 -5.468526374280616295e-25 -1.356017755182064458e-24
2.647500000000000000e+02 -1.413224318242008698e-24 5.738734957476426896e-25 -5.482375366596415376e-25 -1.350093051380797800e-24
2.650000000000000000e+02 -1.406979704910829547e-24 5.753095148195557558e-25 -5.496094061821330957e-25 -1.344127396135441768e-24
2.652500000000000000e+02 -1.400692779517320827e-24 5.767308859835047081e-25 -5.509672821450004818e-25 -1.338121318983525754e-24
2.655000000000000000e+02 -1.394364114392240002e-24 5.781366064581652630e-25 -5.523102065629611909e-25 -1.332075366688764504e-24
2.657500000000000000e+02 -1.387994299768159783e-24 5.795256802380544288e-25 -5.536372279238845813e-25 -1.325990103116982484e-24
2.660000000000000000e+02 -1.381583943631301279e-24 5.808971187307479005e-25 -5.549474017975444913e-25 -1.319866109094565074e-24
2.662500000000000000e+02 -1.375133671555357124e-24 5.822499413934040072e-25 -5.562397914437080686e-25 -1.313703982249705303e-24
2.665000000000000000e+02 -1.368644126517107468e-24 5.835831763682965686e-25 -5.575134684192779601e-25 -1.307504336836256386e-24
2.667500000000000000e+02 -1.362115968693919590e-24 5.848958611162741993e-25 -5.587675131834544358e-25 -1.301267803540277682e-24
2.670000000000000000e+02 -1.355549875243254357e-24 5.861870430472704073e-25 -5.600010157000788062e-25 -1.294995029269390880e-24
2.672500000000000000e+02 -1.348946540064140427e-24 5.874557801472264147e-25 -5.612130760365513756e-25 -1.288686676924909501e-24
2.675000000000000000e+02 -1.342306673540780738e-24 5.887011416005173450e-25 -5.624028049584518617e-25 -1.282343425156899120e-24
2.677500000000000000e+02 -1.335631002268572704e-24 5.899222084067643225e-25 -5.635693245187977239e-25 -1.275965968102436469e-24
2.680000000000000000e+02 -1.328920268762469342e-24 5.911180739917167548e-25 -5.647117686416374357e-25 -1.269555015106999271e-24
2.682500000000000000e+02 -1.322175231148170852e-24 5.922878448107746414e-25 -5.658292836986120047e-25 -1.263111290429451512e-24
2.685000000000000000e+02 -1.315396662836169583e-24 5.934306409448368347e-25 -5.669210290781859082e-25 -1.256635532930650940e-24
2.687500000000000000e+02 -1.308585352179099119e-24 5.945455966871888183e-25 -5.679861777463174905e-25 -1.250128495746104013e-24
2.690000000000000000e+02 -1.301742102112609557e-24 5.956318611208889099e-25 -5.690239167980519732e-25 -1.243590945942884100e-24
2.692500000000000000e+02 -1.294867729780095525e-24 5.966885986858034101e-25 -5.700334479992266291e-25 -1.237023664161123515e-24
2.695000000000000000e+02 -1.287963066141705820e-24 5.977149897343750969e-25 -5.710139883174118255e-25 -1.230427444240490088e-24
2.697500000000000000e+02 -1.281028955568036729e-24 5.987102310753820247e-25 -5.719647704413791513e-25 -1.223803092832029746e-24
2.700000000000000000e+02 -1.274066255418889581e-24 5.996735365049439550e-25 -5.728850432883867386e-25 -1.217151428995742820e-24
2.702500000000000000e+02 -1.267075835607584061e-24 6.006041373240005915e-25 -5.737740724985411264e-25 -1.210473283784359675e-24
2.705000000000000000e+02 -1.260058578151366141e-24 6.015012828414281217e-25 -5.746311409154383496e-25 -1.203769499813832526e-24
2.707500000000000000e+02 -1.253015376708305741e-24 6.023642408622760195e-25 -5.754555490525905466e-25 -1.197040930820921424e-24
2.710000000000000000e+02 -1.245947136101366244e-24 6.031922981601621343e-25 -5.762466155447181689e-25 -1.190288441208524061e-24
2.712500000000000000e+02 -1.238854771830096068e-24 6.039847609334229056e-25 -5.770036775835232776e-25 -1.183512905579180654e-24
2.715000000000000000e+02 -1.231739209570635075e-24 6.047409552440884128e-25 -5.777260913370547752e-25 -1.176715208257416406e-24
2.717500000000000000e+02 -1.224601384664569226e-24 6.054602274392976507e-25 -5.784132323522981398e-25 -1.169896242801429951e-24
2.720000000000000000e+02 -1.217442241597283835e-24 6.061419445544971325e-25 -5.790644959403626072e-25 -1.163056911504749132e-24
2.722500000000000000e+02 -1.210262733466527356e-24 6.067854946977114628e-25 -5.796792975435854856e-25 -1.156198124888535182e-24
2.725000000000000000e+02 -1.203063821441812357e-24 6.073902874145369966e-25 -5.802570730842212492e-25 -1.149320801185133679e-24
2.727500000000000000e+02 -1.195846474215329448e-24 6.079557540332979289e-25 -5.807972792941784479e-25 -1.142425865813515895e-24
2.730000000000000000e+02 -1.188611667445113758e-24 6.084813479898729452e-25 -5.812993940253362571e-25 -1.135514250847321679e-24
2.732500000000000000e+02 -1.181360383191199427e-24 6.089665451317615387e-25 -5.817629165400269479e-25 -1.128586894476200927e-24
2.735000000000000000e+02 -1.174093609345422554e-24 6.094108440010673774e-25 -5.821873677813786494e-25 -1.121644740461087847e-24
2.737500000000000000e+02 -1.166812339055720271e-24 6.098137660959106158e-25 -5.825722906230492152e-25 -1.114688737584219114e-24
2.740000000000000000e+02 -1.159517570145603124e-24 6.101748561100488361e-25 -5.829172500981432788e-25 -1.107719839094537648e-24
2.742500000000000000e+02 -1.152210304529553076e-24 6.104936821504486554e-25 -5.832218336070645428e-25 -1.100739002149207358e-24
2.745000000000000000e+02 -1.144891547625215539e-24 6.107698359323891346e-25 -5.834856511039033566e-25 -1.093747187252062956e-24
2.747500000000000000e+02 -1.137562307763022030e-24 6.110029329521311545e-25 -5.837083352613928284e-25 -1.086745357689605381e-24
2.750000000000000000e+02 -1.130223595594097524e-24 6.111926126368091998e-25 -5.838895416141044250e-25 -1.079734478965360346e-24
2.752500000000000000e+02 -1.122876423497220612e-24 6.113385384714939415e-25 -5.840289486798346609e-25 -1.072715518233328998e-24
2.755000000000000000e+02 -1.115521804985602569e-24 6.114403981032794152e-25 -5.841262580590426450e-25 -1.065689443731268501e-24
2.757500000000000000e+02 -1.108160754114210991e-24 6.114979034224634870e-25 -5.841811945124037800e-25 -1.058657224214490570e-24
2.760000000000000000e+02 -1.100794284888488800e-24 6.115107906206798146e-25 -5.841935060163447985e-25 -1.051619828390995659e-24
2.762500000000000000e+02 -1.093423410675129061e-24 6.114788202261309027e-25 -5.841629637967034015e-25 -1.044578224358567107e-24
2.765000000000000000e+02 -1.086049143615759523e-24 6.114017771158677029e-25 -5.840893623404585895e-25 -1.037533379044649912e-24
2.767500000000000000e+02 -1.078672494044175318e-24 6.112794705053790495e-25 -5.839725193857858889e-25 -1.030486257649614936e-24
2.770000000000000000e+02 -1.071294469907938616e-24 6.111117339154737599e-25 -5.838122758904183700e-25 -1.023437823094197765e-24
2.772500000000000000e+02 -1.063916076194987911e-24 6.108984251168119024e-25 -5.836084959786560970e-25 -1.016389035471721464e-24
2.775000000000000000e+02 -1.056538314366012734e-24 6.106394260521736718e-25 -5.833610668671069351e-25 -1.009340851505829646e-24
2.777500000000000000e+02 -1.049162181793272473e-24 6.103346427367526721e-25 -5.830698987694347739e-25 -1.002294224014372331e-24
2.780000000000000000e+02 -1.041788671206499368e-24 6.099840051368542671e-25 -5.827349247804755294e-25 -9.952501013800628472e-25
2.782500000000000000e+02 -1.034418770146566763e-24 6.095874670272093008e-25 -5.823561007399259925e-25 -9.882094270285511686e-25
2.785000000000000000e+02 -1.027053460427557541e-24 6.091450058273417019e-25 -5.819334050760203449e-25 -9.811731389145231362e-25
2.787500000000000000e+02 -1.019693717607808017e-24 6.086566224173820188e-25 -5.814668386295722471e-25 -9.741421690163727002e-25
2.790000000000000000e+02 -1.012340510470580037e-24 6.081223409336662173e-25 -5.809564244587041960e-25 -9.671174428400749782e-25
2.792500000000000000e+02 -1.004994800514870811e-24 6.075422085447018858e-25 -5.804022076248216870e-25 -9.600998789327409791e-25
2.795000000000000000e+02 -9.976575414569077955e-25 6.069162952079208011e-25 -5.798042549602327662e-25 -9.530903884063825971e-25
2.797500000000000000e+02 -9.903296787429261243e-25 6.062446934076382791e-25 -5.791626548178121823e-25 -9.460898744724546855e-25
2.800000000000000000e+02 -9.830121490736096926e-25 6.055275178749329626e-25 -5.784775168033955057e-25 -9.390992319875400809e-25
2.802500000000000000e+02 -9.757058799407017351e-25 6.047649052899204594e-25 -5.777489714913521993e-25 -9.321193470106613703e-25
2.805000000000000000e+02 -9.684117891763164341e-25 6.039570139668806495e-25 -5.769771701237789097e-25 -9.251510963727246766e-25
2.807500000000000000e+02 -9.611307845152186188e-25 6.031040235230588463e-25 -5.761622842940964283e-25 -9.181953472583537072e-25
2.810000000000000000e+02 -9.538637631705351405e-25 6.022061345316222110e-25 -5.753045056155085813e-25 -9.112529568005545052e-25
2.812500000000000000e+02 -9.466116114232838165e-25 6.012635681594112407e-25 -5.744040453749360496e-25 -9.043247716885810042e-25
2.815000000000000000e+02 -9.393752042259971027e-25 6.002765657901624209e-25 -5.734611341730704479e-25 -8.974116277892656856e-25
2.817500000000000000e+02 -9.321554048207169183e-25 5.992453886339318603e-25 -5.724760215512459690e-25 -8.905143497820792762e-25
2.820000000000000000e+02 -9.249530643717336608e-25 5.981703173232655944e-25 -5.714489756056490258e-25 -8.836337508082748880e-25
2.822500000000000000e+02 -9.177690216132253454e-25 5.970516514968897204e-25 -5.703802825896061757e-25 -8.767706321342699661e-25
2.825000000000000000e+02 -9.106041025120264593e-25 5.958897093716306193e-25 -5.692702465046267895e-25 -8.699257828294778174e-25
2.827500000000000000e+02 -9.034591199457103848e-25 5.946848273032757967e-25 -5.681191886808817910e-25 -8.630999794587716561e-25
2.830000000000000000e+02 -8.963348733962188374e-25 5.934373593369410491e-25 -5.669274473476561639e-25 -8.562939857897997349e-25
2.832500000000000000e+02 -8.892321486590004824e-25 5.921476767479476249e-25 -5.656953771947361020e-25 -8.495085525151177653e-25
2.835000000000000000e+02 -8.821517175679942968e-25 5.908161675735491725e-25 -5.644233489250546142e-25 -8.427444169894574820e-25
2.837500000000000000e+02 -8.750943377362317615e-25 5.894432361366842451e-25 -5.631117487997189151e-25 -8.360023029819159029e-25
2.840000000000000000e+02 -8.680607523124369809e-25 5.880293025619864295e-25 -5.617609781756412935e-25 -8.292829204434304244e-25
2.842500000000000000e+02 -8.610516897533626305e-25 5.865748022851811262e-25 -5.603714530368515153e-25 -8.225869652892825201e-25
2.845000000000000000e+02 -8.540678636120044463e-25 5.850801855563380756e-25 -5.589436035199406619e-25 -8.159151191967752343e-25
2.847500000000000000e+02 -8.471099723416575198e-25 5.835459169377612412e-25 -5.574778734343807323e-25 -8.092680494180413092e-25
2.850000000000000000e+02 -8.401786991156924432e-25 5.819724747972346649e-25 -5.559747197784083149e-25 -8.026464086078702716e-25
2.852500000000000000e+02 -8.332747116630213653e-25 5.803603507973206810e-25 -5.544346122511365755e-25 -7.960508346665258287e-25
2.855000000000000000e+02 -8.263986621191218065e-25 5.787100493813781334e-25 -5.528580327615339103e-25 -7.894819505974227974e-25
2.857500000000000000e+02 -8.195511868925095922e-25 5.770220872569913837e-25 -5.512454749349297440e-25 -7.829403643795664065e-25
2.860000000000000000e+02 -8.127329065465572225e-25 5.752969928774120897e-25 -5.495974436176203434e-25 -7.764266688546496459e-25
2.862500000000000000e+02 -8.059444256963601303e-25 5.735353059218324705e-25 -5.479144543803597489e-25 -7.699414416285263605e-25
2.865000000000000000e+02 -7.991863329205780025e-25 5.717375767749725592e-25 -5.461970330211946317e-25 -7.634852449869908454e-25
2.867500000000000000e+02 -7.924592006880541787e-25 5.699043660066312732e-25 -5.444457150682650816e-25 -7.570586258256760464e-25
2.870000000000000000e+02 -7.857635852988547821e-25 5.680362438519340564e-25 -5.426610452832696399e-25 -7.506621155937254318e-25
2.872500000000000000e+02 -7.791000268396460365e-25 5.661337896927219448e-25 -5.408435771660228077e-25 -7.442962302511644244e-25
2.875000000000000000e+02 -7.724690491530265362e-25 5.641975915407853318e-25 -5.389938724607727653e-25 -7.379614702396027664e-25
2.877500000000000000e+02 -7.658711598206509131e-25 5.622282455233741519e-25 -5.371125006646953171e-25 -7.316583204661112363e-25
2.880000000000000000e+02 -7.593068501597012409e-25 5.602263553717557167e-25 -5.352000385392984708e-25 -7.253872502998516541e-25
2.882500000000000000e+02 -7.527765952326090167e-25 5.581925319130524562e-25 -5.332570696249606273e-25 -7.191487135813640207e-25
2.885000000000000000e+02 -7.462808538695302451e-25 5.561273925661187688e-25 -5.312841837593276987e-25 -7.129431486440376575e-25
2.887500000000000000e+02 -7.398200687033405485e-25 5.540315608418536171e-25 -5.292819765999478826e-25 -7.067709783475433676e-25
2.890000000000000000e+02 -7.333946662168433869e-25 5.519056658483472528e-25 -5.272510491515238338e-25 -7.006326101229321029e-25
2.892500000000000000e+02 -7.270050568017239470e-25 5.497503418014941742e-25 -5.251920072983875207e-25 -6.945284360289558372e-25
2.895000000000000000e+02 -7.206516348290333446e-25 5.475662275413356081e-25 -5.231054613424490279e-25 -6.884588328194030971e-25
2.897500000000000000e+02 -7.143347787307937380e-25 5.453539660545755410e-25 -5.209920255470421167e-25 -6.824241620210583901e-25
2.900000000000000000e+02 -7.080548510923009000e-25 5.431142040037752117e-25 -5.188523176871508823e-25 -6.764247700218813620e-25
2.902500000000000000e+02 -7.018121987548392811e-25 5.408475912634578575e-25 -5.166869586062370883e-25 -6.704609881691339436e-25
2.905000000000000000e+02 -6.956071529283649903e-25 5.385547804635544220e-25 -5.144965717800811605e-25 -6.645331328770290001e-25
2.907500000000000000e+02 -6.894400293138653892e-25 5.362364265404488350e-25 -5.122817828878833292e-25 -6.586415057436240613e-25
2.910000000000000000e+02 -6.833111282348780843e-25 5.338931862960482446e-25 -5.100432193910305544e-25 -6.527863936764653208e-25
2.912500000000000000e+02 -6.772207347779097877e-25 5.315257179650373530e-25 -5.077815101196828770e-25 -6.469680690267333985e-25
2.915000000000000000e+02 -6.711691189413109321e-25 5.291346807906711587e-25 -5.054972848675158638e-25 -6.411867897314680547e-25
2.917500000000000000e+02 -6.651565357922150952e-25 5.267207346093115386e-25 -5.031911739948166852e-25 -6.354427994634959747e-25
2.920000000000000000e+02 -6.591832256311823195e-25 5.242845394439581078e-25 -5.008638080401728721e-25 -6.297363277887199021e-25
2.922500000000000000e+02 -6.532494141641121311e-25 5.218267551070075358e-25 -4.985158173409770973e-25 -6.240675903303518225e-25
2.925000000000000000e+02 -6.473553126811495553e-25 5.193480408122911871e-25 -4.961478316627956435e-25 -6.184367889398266272e-25
2.927500000000000000e+02 -6.415011182420667285e-25 5.168490547967711009e-25 -4.937604798379640429e-25 -6.128441118739029193e-25
2.930000000000000000e+02 -6.356870138677933562e-25 5.143304539519307681e-25 -4.913543894134441420e-25 -6.072897339776367901e-25
2.932500000000000000e+02 -6.299131687377872654e-25 5.117928934649360116e-25 -4.889301863080151440e-25 -6.017738168729360729e-25
2.935000000000000000e+02 -6.241797383927883536e-25 5.092370264697954670e-25 -4.864884944790171948e-25 -5.962965091522566485e-25
2.937500000000000000e+02 -6.184868649426027359e-25 5.066635037085702530e-25 -4.840299355986954518e-25 -5.908579465771045951e-25
2.940000000000000000e+02 -6.128346772785963076e-25 5.040729732026984043e-25 -4.815551287402072678e-25 -5.854582522810369910e-25
2.942500000000000000e+02 -6.072232912904959425e-25 5.014660799345213098e-25 -4.790646900733752331e-25 -5.800975369767787846e-25
2.945000000000000000e+02 -6.016528100871796587e-25 4.988434655390399817e-25 -4.765592325702130752e-25 -5.747758991671491848e-25
2.947500000000000000e+02 -5.961233242210822548e-25 4.962057680059710432e-25 -4.740393657202918242e-25 -5.694934253594433612e-25
2.950000000000000000e+02 -5.906349119159269533e-25 4.935536213920464146e-25 -4.715056952558910502e-25 -5.642501902829901837e-25
2.952500000000000000e+02 -5.851876392973670347e-25 4.908876555436685537e-25 -4.689588228870438139e-25 -5.590462571094915670e-25
2.955000000000000000e+02 -5.797815606263287213e-25 4.882084958297871708e-25 -4.663993460463465778e-25 -5.538816776759405564e-25
2.957500000000000000e+02 -5.744167185346459074e-25 4.855167628850592229e-25 -4.638278576435921175e-25 -5.487564927097306999e-25
